处方类型,CV_ka,CV_V,样本量,试验编号,GMR (%),90% CI 低 (%),90% CI 高 (%),均值差 (log),SE,是否通过BE
普通处方,0.4,0.3,100,116,106.66,101.5,112.09,0.0645,0.0299,通过
普通处方,0.4,0.3,100,117,104.92,100.52,109.51,0.048,0.0258,通过
普通处方,0.4,0.3,100,118,107.09,101.28,113.23,0.0685,0.0336,通过
普通处方,0.4,0.3,100,119,102.79,97.67,108.18,0.0276,0.0308,通过
普通处方,0.4,0.3,100,120,103.31,98.27,108.62,0.0326,0.0302,通过
普通处方,0.4,0.3,100,121,106.25,101.66,111.05,0.0606,0.0266,通过
普通处方,0.4,0.3,100,122,100.46,95.32,105.88,0.0046,0.0316,通过
普通处方,0.4,0.3,100,123,105.31,100.5,110.36,0.0518,0.0282,通过
普通处方,0.4,0.3,100,124,105.1,100.69,109.7,0.0497,0.0258,通过
普通处方,0.4,0.3,100,125,102.03,96.59,107.77,0.0201,0.033,通过
普通处方,0.4,0.3,100,126,104.8,99.4,110.5,0.0469,0.0319,通过
普通处方,0.4,0.3,100,127,100.28,96.02,104.73,0.0028,0.0261,通过
普通处方,0.4,0.3,100,128,108.73,104.36,113.28,0.0837,0.0247,通过
普通处方,0.4,0.3,100,129,104.56,99.65,109.7,0.0445,0.0289,通过
普通处方,0.4,0.3,100,130,104.38,99.06,109.98,0.0428,0.0315,通过
普通处方,0.4,0.3,100,131,104.95,99.71,110.47,0.0483,0.0309,通过
普通处方,0.4,0.3,100,132,98.3,93.64,103.18,-0.0172,0.0292,通过
普通处方,0.4,0.3,100,133,107.95,102.91,113.24,0.0765,0.0288,通过
普通处方,0.4,0.3,100,134,99.71,94.7,104.98,-0.0029,0.031,通过
普通处方,0.4,0.3,100,135,106.33,101.25,111.67,0.0614,0.0295,通过
普通处方,0.4,0.3,100,136,110.41,104.88,116.22,0.099,0.0309,通过
普通处方,0.4,0.3,100,137,103.2,97.99,108.68,0.0315,0.0312,通过
普通处方,0.4,0.3,100,138,108.67,103.44,114.17,0.0832,0.0297,通过
普通处方,0.4,0.3,100,139,102.95,98.23,107.9,0.0291,0.0283,通过
普通处方,0.4,0.3,100,140,103.46,98.69,108.46,0.034,0.0284,通过
普通处方,0.4,0.3,100,141,106.47,102.21,110.9,0.0627,0.0246,通过
普通处方,0.4,0.3,100,142,102.85,98.2,107.73,0.0281,0.0279,通过
普通处方,0.4,0.3,100,143,108.15,102.4,114.21,0.0783,0.0329,通过
普通处方,0.4,0.3,100,144,103.19,97.97,108.68,0.0314,0.0313,通过
普通处方,0.4,0.3,100,145,110.57,106.1,115.22,0.1004,0.0248,通过
普通处方,0.4,0.3,100,146,102.22,97.55,107.12,0.022,0.0282,通过
普通处方,0.4,0.3,100,147,100.44,94.95,106.23,0.0043,0.0338,通过
普通处方,0.4,0.3,100,148,103.34,97.86,109.13,0.0329,0.0328,通过
普通处方,0.4,0.3,100,149,101.22,95.8,106.94,0.0121,0.0331,通过
普通处方,0.4,0.3,100,150,102.99,97.81,108.44,0.0295,0.0311,通过
普通处方,0.4,0.3,100,151,102.03,97.24,107.05,0.0201,0.0289,通过
普通处方,0.4,0.3,100,152,104.53,99.38,109.95,0.0443,0.0304,通过
普通处方,0.4,0.3,100,153,103.94,99.46,108.63,0.0387,0.0266,通过
普通处方,0.4,0.3,100,154,106.24,101.56,111.14,0.0606,0.0271,通过
普通处方,0.4,0.3,100,155,101.91,97.05,107.01,0.0189,0.0294,通过
普通处方,0.4,0.3,100,156,103.6,98.34,109.14,0.0353,0.0314,通过
普通处方,0.4,0.3,100,157,106.1,101.02,111.43,0.0592,0.0295,通过
普通处方,0.4,0.3,100,158,109.0,104.11,114.12,0.0862,0.0276,通过
普通处方,0.4,0.3,100,159,103.66,98.6,108.98,0.0359,0.0302,通过
普通处方,0.4,0.3,100,160,108.47,103.59,113.58,0.0813,0.0277,通过
普通处方,0.4,0.3,100,161,95.71,91.82,99.76,-0.0438,0.025,通过
普通处方,0.4,0.3,100,162,103.92,99.49,108.55,0.0384,0.0263,通过
普通处方,0.4,0.3,100,163,95.88,91.56,100.4,-0.0421,0.0277,通过
普通处方,0.4,0.3,100,164,104.33,100.26,108.57,0.0424,0.024,通过
普通处方,0.4,0.3,100,165,110.67,105.31,116.31,0.1014,0.0299,通过
普通处方,0.4,0.3,100,166,103.58,98.38,109.06,0.0352,0.031,通过
普通处方,0.4,0.3,100,167,97.64,92.17,103.43,-0.0239,0.0347,通过
普通处方,0.4,0.3,100,168,103.48,98.77,108.41,0.0342,0.028,通过
普通处方,0.4,0.3,100,169,102.05,97.4,106.92,0.0203,0.0281,通过
普通处方,0.4,0.3,100,170,109.29,104.68,114.1,0.0888,0.0259,通过
普通处方,0.4,0.3,100,171,107.35,102.18,112.78,0.0709,0.0297,通过
普通处方,0.4,0.3,100,172,103.7,98.65,109.02,0.0363,0.0301,通过
普通处方,0.4,0.3,100,173,101.73,96.36,107.39,0.0171,0.0327,通过
普通处方,0.4,0.3,100,174,106.36,101.2,111.79,0.0617,0.03,通过
普通处方,0.4,0.3,100,175,103.77,98.63,109.19,0.0371,0.0306,通过
普通处方,0.4,0.3,100,176,107.18,102.13,112.48,0.0694,0.0291,通过
普通处方,0.4,0.3,100,177,102.77,98.43,107.3,0.0273,0.026,通过
普通处方,0.4,0.3,100,178,108.72,103.08,114.68,0.0836,0.0321,通过
普通处方,0.4,0.3,100,179,107.96,102.5,113.72,0.0766,0.0313,通过
普通处方,0.4,0.3,100,180,104.35,99.15,109.83,0.0426,0.0308,通过
普通处方,0.4,0.3,100,181,107.05,101.62,112.77,0.0681,0.0314,通过
普通处方,0.4,0.3,100,182,105.58,100.27,111.18,0.0543,0.0311,通过
普通处方,0.4,0.3,100,183,102.91,98.43,107.59,0.0287,0.0268,通过
普通处方,0.4,0.3,100,184,101.96,97.3,106.84,0.0194,0.0282,通过
普通处方,0.4,0.3,100,185,101.57,96.27,107.16,0.0156,0.0323,通过
普通处方,0.4,0.3,100,186,104.53,99.18,110.18,0.0443,0.0317,通过
普通处方,0.4,0.3,100,187,107.17,101.38,113.29,0.0692,0.0335,通过
普通处方,0.4,0.3,100,188,99.43,94.96,104.11,-0.0057,0.0277,通过
普通处方,0.4,0.3,100,189,104.24,99.37,109.35,0.0415,0.0288,通过
普通处方,0.4,0.3,100,190,103.62,98.8,108.67,0.0356,0.0287,通过
普通处方,0.4,0.3,100,191,106.69,102.19,111.38,0.0648,0.0259,通过
普通处方,0.4,0.3,100,192,109.94,105.12,114.97,0.0947,0.027,通过
普通处方,0.4,0.3,100,193,102.79,98.15,107.65,0.0275,0.0278,通过
普通处方,0.4,0.3,100,194,104.86,99.4,110.63,0.0475,0.0323,通过
普通处方,0.4,0.3,100,195,103.33,99.11,107.72,0.0327,0.0251,通过
普通处方,0.4,0.3,100,196,106.49,101.28,111.98,0.0629,0.0302,通过
普通处方,0.4,0.3,100,197,103.94,98.89,109.24,0.0386,0.03,通过
普通处方,0.4,0.3,100,198,99.73,94.93,104.77,-0.0027,0.0297,通过
普通处方,0.4,0.3,100,199,104.27,99.75,108.99,0.0418,0.0267,通过
普通处方,0.4,0.3,100,200,103.75,99.11,108.6,0.0368,0.0275,通过
普通处方,0.4,0.3,100,201,102.55,97.23,108.16,0.0252,0.0321,通过
普通处方,0.4,0.3,100,202,106.17,100.6,112.04,0.0598,0.0324,通过
普通处方,0.4,0.3,100,203,100.7,95.89,105.75,0.007,0.0295,通过
普通处方,0.4,0.3,100,204,105.44,100.28,110.87,0.053,0.0302,通过
普通处方,0.4,0.3,100,205,105.72,100.76,110.91,0.0556,0.0289,通过
普通处方,0.4,0.3,100,206,100.3,94.75,106.16,0.003,0.0342,通过
普通处方,0.4,0.3,100,207,98.68,94.03,103.55,-0.0133,0.0291,通过
普通处方,0.4,0.3,100,208,104.93,99.95,110.16,0.0481,0.0293,通过
普通处方,0.4,0.3,100,209,110.84,106.04,115.86,0.103,0.0267,通过
普通处方,0.4,0.3,100,210,105.12,100.01,110.49,0.0499,0.03,通过
普通处方,0.4,0.3,100,211,100.52,95.65,105.64,0.0052,0.0299,通过
普通处方,0.4,0.3,100,212,102.21,97.53,107.11,0.0218,0.0282,通过
普通处方,0.4,0.3,100,213,101.5,96.59,106.67,0.0149,0.0299,通过
普通处方,0.4,0.3,100,214,107.84,102.27,113.71,0.0755,0.0319,通过
普通处方,0.4,0.3,100,215,106.5,101.73,111.5,0.063,0.0276,通过
普通处方,0.4,0.3,100,216,103.09,98.64,107.74,0.0304,0.0266,通过
普通处方,0.4,0.3,100,217,104.87,99.97,110.02,0.0476,0.0289,通过
普通处方,0.4,0.3,100,218,100.89,96.34,105.65,0.0089,0.0278,通过
普通处方,0.4,0.3,100,219,104.49,98.95,110.33,0.0439,0.0328,通过
普通处方,0.4,0.3,100,220,106.71,101.42,112.29,0.065,0.0307,通过
普通处方,0.4,0.3,100,221,99.89,94.73,105.32,-0.0011,0.0319,通过
普通处方,0.4,0.3,100,222,103.54,98.68,108.63,0.0347,0.0289,通过
普通处方,0.4,0.3,100,223,110.38,105.12,115.91,0.0988,0.0294,通过
普通处方,0.4,0.3,100,224,103.52,98.02,109.32,0.0346,0.0329,通过
普通处方,0.4,0.3,100,225,102.76,96.96,108.9,0.0272,0.035,通过
普通处方,0.4,0.3,100,226,105.88,100.15,111.95,0.0572,0.0335,通过
普通处方,0.4,0.3,100,227,105.45,100.15,111.04,0.0531,0.0311,通过
普通处方,0.4,0.3,100,228,98.96,94.34,103.81,-0.0105,0.0288,通过
普通处方,0.4,0.3,100,229,102.0,97.06,107.2,0.0198,0.0299,通过
普通处方,0.4,0.3,100,230,106.66,101.66,111.91,0.0645,0.0289,通过
普通处方,0.4,0.3,100,231,105.27,99.9,110.92,0.0514,0.0315,通过
普通处方,0.4,0.3,100,232,108.55,103.51,113.83,0.0821,0.0286,通过
普通处方,0.4,0.3,100,233,102.55,97.69,107.65,0.0252,0.0292,通过
普通处方,0.4,0.3,100,234,99.73,94.63,105.1,-0.0027,0.0316,通过
普通处方,0.4,0.3,100,235,99.84,95.47,104.4,-0.0016,0.0269,通过
普通处方,0.4,0.3,100,236,104.12,99.36,109.11,0.0404,0.0282,通过
普通处方,0.4,0.3,100,237,112.19,107.35,117.24,0.115,0.0265,通过
普通处方,0.4,0.3,100,238,98.77,94.53,103.2,-0.0124,0.0264,通过
普通处方,0.4,0.3,100,239,99.97,94.4,105.87,-0.0003,0.0345,通过
普通处方,0.4,0.3,100,240,106.33,101.51,111.37,0.0613,0.0279,通过
普通处方,0.4,0.3,100,241,102.68,97.64,107.98,0.0265,0.0303,通过
普通处方,0.4,0.3,100,242,104.33,99.5,109.4,0.0424,0.0286,通过
普通处方,0.4,0.3,100,243,106.97,102.19,111.97,0.0674,0.0275,通过
普通处方,0.4,0.3,100,244,106.93,101.41,112.74,0.067,0.0319,通过
普通处方,0.4,0.3,100,245,106.47,101.22,111.99,0.0627,0.0305,通过
普通处方,0.4,0.3,100,246,107.75,103.33,112.35,0.0746,0.0252,通过
普通处方,0.4,0.3,100,247,99.7,94.91,104.73,-0.003,0.0296,通过
普通处方,0.4,0.3,100,248,109.39,104.07,114.98,0.0898,0.03,通过
普通处方,0.4,0.3,100,249,97.33,92.36,102.58,-0.027,0.0316,通过
普通处方,0.4,0.3,100,250,105.21,100.2,110.46,0.0507,0.0293,通过
普通处方,0.4,0.3,100,251,104.47,99.76,109.41,0.0438,0.0278,通过
普通处方,0.4,0.3,100,252,109.89,104.45,115.61,0.0943,0.0306,通过
普通处方,0.4,0.3,100,253,106.24,101.43,111.28,0.0605,0.0279,通过
普通处方,0.4,0.3,100,254,104.04,98.95,109.39,0.0396,0.0302,通过
普通处方,0.4,0.3,100,255,103.99,99.46,108.73,0.0392,0.0269,通过
普通处方,0.4,0.3,100,256,106.09,100.98,111.46,0.0591,0.0297,通过
普通处方,0.4,0.3,100,257,104.06,98.91,109.49,0.0398,0.0306,通过
普通处方,0.4,0.3,100,258,102.39,97.53,107.5,0.0237,0.0293,通过
普通处方,0.4,0.3,100,259,98.6,93.5,103.97,-0.0141,0.0319,通过
普通处方,0.4,0.3,100,260,105.96,100.34,111.9,0.0579,0.0328,通过
普通处方,0.4,0.3,100,261,100.89,96.28,105.72,0.0088,0.0282,通过
普通处方,0.4,0.3,100,262,107.05,102.05,112.3,0.0681,0.0288,通过
普通处方,0.4,0.3,100,263,105.15,99.79,110.81,0.0503,0.0315,通过
普通处方,0.4,0.3,100,264,101.27,96.35,106.45,0.0126,0.03,通过
普通处方,0.4,0.3,100,265,104.75,99.08,110.75,0.0464,0.0335,通过
普通处方,0.4,0.3,100,266,96.83,92.34,101.55,-0.0322,0.0286,通过
普通处方,0.4,0.3,100,267,105.61,100.27,111.23,0.0546,0.0312,通过
普通处方,0.4,0.3,100,268,104.14,99.98,108.48,0.0406,0.0246,通过
普通处方,0.4,0.3,100,269,104.07,99.22,109.15,0.0399,0.0287,通过
普通处方,0.4,0.3,100,270,101.29,96.35,106.48,0.0128,0.0301,通过
普通处方,0.4,0.3,100,271,101.21,96.31,106.36,0.012,0.0299,通过
普通处方,0.4,0.3,100,272,106.26,100.34,112.53,0.0607,0.0345,通过
普通处方,0.4,0.3,100,273,106.37,101.71,111.24,0.0618,0.027,通过
普通处方,0.4,0.3,100,274,106.11,101.32,111.13,0.0593,0.0278,通过
普通处方,0.4,0.3,100,275,102.65,97.25,108.35,0.0262,0.0326,通过
普通处方,0.4,0.3,100,276,104.07,99.24,109.15,0.0399,0.0287,通过
普通处方,0.4,0.3,100,277,105.1,99.47,111.06,0.0498,0.0332,通过
普通处方,0.4,0.3,100,278,103.65,98.15,109.46,0.0358,0.0328,通过
普通处方,0.4,0.3,100,279,104.23,98.97,109.78,0.0414,0.0312,通过
普通处方,0.4,0.3,100,280,98.58,93.91,103.48,-0.0143,0.0292,通过
普通处方,0.4,0.3,100,281,100.08,94.97,105.47,0.0008,0.0316,通过
普通处方,0.4,0.3,100,282,105.3,100.22,110.64,0.0516,0.0298,通过
普通处方,0.4,0.3,100,283,104.08,99.42,108.95,0.04,0.0276,通过
普通处方,0.4,0.3,100,284,109.92,104.79,115.3,0.0946,0.0288,通过
普通处方,0.4,0.3,100,285,98.94,94.32,103.8,-0.0106,0.0288,通过
普通处方,0.4,0.3,100,286,110.75,104.66,117.19,0.1021,0.0341,通过
普通处方,0.4,0.3,100,287,102.65,97.61,107.95,0.0261,0.0303,通过
普通处方,0.4,0.3,100,288,99.96,95.08,105.1,-0.0004,0.0301,通过
普通处方,0.4,0.3,100,289,107.62,102.68,112.79,0.0734,0.0283,通过
普通处方,0.4,0.3,100,290,106.67,101.33,112.28,0.0645,0.0309,通过
普通处方,0.4,0.3,100,291,109.28,103.24,115.67,0.0887,0.0342,通过
普通处方,0.4,0.3,100,292,106.25,100.75,112.04,0.0606,0.032,通过
普通处方,0.4,0.3,100,293,100.5,96.16,105.03,0.0049,0.0266,通过
普通处方,0.4,0.3,100,294,112.66,107.68,117.88,0.1192,0.0272,通过
普通处方,0.4,0.3,100,295,104.82,100.32,109.53,0.0471,0.0264,通过
普通处方,0.4,0.3,100,296,109.86,105.02,114.93,0.0941,0.0271,通过
普通处方,0.4,0.3,100,297,105.15,100.24,110.29,0.0502,0.0288,通过
普通处方,0.4,0.3,100,298,104.37,98.67,110.4,0.0428,0.0338,通过
普通处方,0.4,0.3,100,299,102.86,97.84,108.13,0.0282,0.0301,通过
普通处方,0.4,0.3,100,300,108.33,103.55,113.34,0.08,0.0272,通过
普通处方,0.4,0.3,100,301,97.12,92.86,101.58,-0.0292,0.027,通过
普通处方,0.4,0.3,100,302,105.82,100.63,111.28,0.0566,0.0303,通过
普通处方,0.4,0.3,100,303,102.86,97.61,108.39,0.0282,0.0316,通过
普通处方,0.4,0.3,100,304,107.09,101.73,112.73,0.0685,0.0309,通过
普通处方,0.4,0.3,100,305,105.29,100.32,110.52,0.0516,0.0292,通过
普通处方,0.4,0.3,100,306,105.3,100.37,110.46,0.0516,0.0288,通过
普通处方,0.4,0.3,100,307,109.14,103.93,114.62,0.0875,0.0295,通过
普通处方,0.4,0.3,100,308,109.58,104.32,115.1,0.0914,0.0296,通过
普通处方,0.4,0.3,100,309,106.69,101.69,111.94,0.0647,0.0289,通过
普通处方,0.4,0.3,100,310,106.72,101.87,111.8,0.065,0.028,通过
普通处方,0.4,0.3,100,311,102.01,97.7,106.51,0.0199,0.026,通过
普通处方,0.4,0.3,100,312,107.76,102.64,113.13,0.0747,0.0293,通过
普通处方,0.4,0.3,100,313,105.38,100.62,110.37,0.0524,0.0279,通过
普通处方,0.4,0.3,100,314,110.22,104.99,115.72,0.0973,0.0293,通过
普通处方,0.4,0.3,100,315,99.98,95.39,104.78,-0.0002,0.0283,通过
普通处方,0.4,0.3,100,316,101.31,96.6,106.25,0.013,0.0287,通过
普通处方,0.4,0.3,100,317,101.58,96.95,106.43,0.0157,0.0281,通过
普通处方,0.4,0.3,100,318,103.97,99.14,109.04,0.0389,0.0287,通过
普通处方,0.4,0.3,100,319,104.48,99.44,109.79,0.0439,0.0298,通过
普通处方,0.4,0.3,100,320,108.13,102.66,113.88,0.0781,0.0312,通过
普通处方,0.4,0.3,100,321,99.42,93.8,105.38,-0.0058,0.0351,通过
普通处方,0.4,0.3,100,322,100.52,95.41,105.91,0.0052,0.0314,通过
普通处方,0.4,0.3,100,323,104.09,98.6,109.89,0.0401,0.0327,通过
普通处方,0.4,0.3,100,324,102.76,98.03,107.72,0.0272,0.0284,通过
普通处方,0.4,0.3,100,325,106.14,101.73,110.74,0.0596,0.0255,通过
普通处方,0.4,0.3,100,326,98.43,93.69,103.4,-0.0158,0.0297,通过
普通处方,0.4,0.3,100,327,104.04,98.62,109.76,0.0396,0.0322,通过
普通处方,0.4,0.3,100,328,105.99,101.1,111.11,0.0581,0.0284,通过
普通处方,0.4,0.3,100,329,101.1,95.83,106.67,0.011,0.0323,通过
普通处方,0.4,0.3,100,330,108.93,103.99,114.11,0.0856,0.028,通过
普通处方,0.4,0.3,100,331,101.88,96.35,107.72,0.0186,0.0336,通过
普通处方,0.4,0.3,100,332,102.04,96.44,107.96,0.0202,0.034,通过
普通处方,0.4,0.3,100,333,105.16,100.11,110.47,0.0503,0.0296,通过
普通处方,0.4,0.3,100,334,100.92,96.88,105.14,0.0092,0.0247,通过
普通处方,0.4,0.3,100,335,103.48,98.26,108.97,0.0342,0.0311,通过
普通处方,0.4,0.3,100,336,104.0,99.29,108.94,0.0392,0.0279,通过
普通处方,0.4,0.3,100,337,106.2,101.1,111.56,0.0602,0.0296,通过
普通处方,0.4,0.3,100,338,107.07,102.08,112.32,0.0684,0.0288,通过
普通处方,0.4,0.3,100,339,102.73,97.8,107.9,0.0269,0.0296,通过
普通处方,0.4,0.3,100,340,103.17,98.87,107.65,0.0312,0.0256,通过
普通处方,0.4,0.3,100,341,107.79,102.73,113.1,0.0751,0.029,通过
普通处方,0.4,0.3,100,342,104.28,99.01,109.84,0.0419,0.0313,通过
普通处方,0.4,0.3,100,343,103.26,98.51,108.24,0.0321,0.0284,通过
普通处方,0.4,0.3,100,344,101.55,96.48,106.88,0.0154,0.0308,通过
普通处方,0.4,0.3,100,345,99.71,95.11,104.53,-0.0029,0.0285,通过
普通处方,0.4,0.3,100,346,107.0,101.34,112.98,0.0677,0.0327,通过
普通处方,0.4,0.3,100,347,104.18,98.85,109.79,0.0409,0.0316,通过
普通处方,0.4,0.3,100,348,103.34,98.66,108.25,0.0329,0.028,通过
普通处方,0.4,0.3,100,349,103.23,98.05,108.68,0.0318,0.031,通过
普通处方,0.4,0.3,100,350,103.82,98.63,109.27,0.0375,0.0308,通过
普通处方,0.4,0.3,100,351,101.97,97.39,106.78,0.0196,0.0277,通过
普通处方,0.4,0.3,100,352,101.27,96.55,106.23,0.0126,0.0288,通过
普通处方,0.4,0.3,100,353,105.16,99.55,111.09,0.0503,0.033,通过
普通处方,0.4,0.3,100,354,102.1,96.91,107.57,0.0208,0.0314,通过
普通处方,0.4,0.3,100,355,107.32,102.87,111.97,0.0707,0.0255,通过
普通处方,0.4,0.3,100,356,100.65,95.68,105.86,0.0064,0.0305,通过
普通处方,0.4,0.3,100,357,104.23,98.78,109.97,0.0414,0.0323,通过
普通处方,0.4,0.3,100,358,105.0,99.16,111.19,0.0488,0.0345,通过
普通处方,0.4,0.3,100,359,106.02,100.3,112.05,0.0584,0.0334,通过
普通处方,0.4,0.3,100,360,103.09,98.1,108.34,0.0304,0.0299,通过
普通处方,0.4,0.3,100,361,101.21,96.08,106.61,0.012,0.0313,通过
普通处方,0.4,0.3,100,362,102.24,97.49,107.22,0.0221,0.0287,通过
普通处方,0.4,0.3,100,363,104.78,100.19,109.58,0.0467,0.027,通过
普通处方,0.4,0.3,100,364,103.46,98.43,108.75,0.034,0.03,通过
普通处方,0.4,0.3,100,365,103.23,98.57,108.12,0.0318,0.0279,通过
普通处方,0.4,0.3,100,366,104.83,99.61,110.33,0.0472,0.0308,通过
普通处方,0.4,0.3,100,367,100.2,95.11,105.56,0.002,0.0314,通过
普通处方,0.4,0.3,100,368,100.82,95.99,105.89,0.0081,0.0295,通过
普通处方,0.4,0.3,100,369,103.2,98.6,108.02,0.0315,0.0275,通过
普通处方,0.4,0.3,100,370,101.99,97.05,107.18,0.0197,0.0299,通过
普通处方,0.4,0.3,100,371,108.48,103.53,113.66,0.0814,0.0281,通过
普通处方,0.4,0.3,100,372,101.75,96.44,107.36,0.0173,0.0323,通过
普通处方,0.4,0.3,100,373,106.14,101.54,110.94,0.0596,0.0266,通过
普通处方,0.4,0.3,100,374,98.6,93.84,103.6,-0.0141,0.0298,通过
普通处方,0.4,0.3,100,375,100.61,96.08,105.37,0.0061,0.0278,通过
普通处方,0.4,0.3,100,376,108.18,103.09,113.52,0.0786,0.029,通过
普通处方,0.4,0.3,100,377,99.53,95.1,104.17,-0.0047,0.0274,通过
普通处方,0.4,0.3,100,378,102.44,97.09,108.09,0.0241,0.0323,通过
普通处方,0.4,0.3,100,379,106.06,100.54,111.89,0.0589,0.0322,通过
普通处方,0.4,0.3,100,380,105.85,101.13,110.79,0.0568,0.0275,通过
普通处方,0.4,0.3,100,381,104.87,100.12,109.84,0.0475,0.0279,通过
普通处方,0.4,0.3,100,382,103.26,98.67,108.06,0.032,0.0274,通过
普通处方,0.4,0.3,100,383,105.34,100.7,110.2,0.0521,0.0272,通过
普通处方,0.4,0.3,100,384,107.82,102.68,113.22,0.0753,0.0294,通过
普通处方,0.4,0.3,100,385,104.22,99.04,109.66,0.0413,0.0307,通过
普通处方,0.4,0.3,100,386,104.45,99.26,109.91,0.0435,0.0307,通过
普通处方,0.4,0.3,100,387,106.39,101.66,111.34,0.0619,0.0274,通过
普通处方,0.4,0.3,100,388,103.19,98.23,108.4,0.0314,0.0297,通过
普通处方,0.4,0.3,100,389,106.31,101.18,111.7,0.0612,0.0298,通过
普通处方,0.4,0.3,100,390,104.47,99.44,109.75,0.0437,0.0297,通过
普通处方,0.4,0.3,100,391,109.4,103.93,115.16,0.0898,0.0309,通过
普通处方,0.4,0.3,100,392,108.35,102.96,114.01,0.0802,0.0307,通过
普通处方,0.4,0.3,100,393,103.8,98.54,109.34,0.0373,0.0313,通过
普通处方,0.4,0.3,100,394,103.04,97.95,108.4,0.03,0.0305,通过
普通处方,0.4,0.3,100,395,106.12,101.21,111.25,0.0594,0.0285,通过
普通处方,0.4,0.3,100,396,102.9,97.5,108.6,0.0286,0.0325,通过
普通处方,0.4,0.3,100,397,105.65,100.69,110.86,0.055,0.029,通过
普通处方,0.4,0.3,100,398,106.99,101.75,112.5,0.0675,0.0302,通过
普通处方,0.4,0.3,100,399,102.88,97.81,108.21,0.0284,0.0304,通过
普通处方,0.4,0.3,100,400,103.24,98.24,108.49,0.0319,0.0299,通过
普通处方,0.4,0.3,100,401,107.59,102.91,112.47,0.0731,0.0268,通过
普通处方,0.4,0.3,100,402,104.8,99.85,109.99,0.0469,0.0291,通过
普通处方,0.4,0.3,100,403,102.06,97.65,106.66,0.0203,0.0266,通过
普通处方,0.4,0.3,100,404,101.12,96.67,105.78,0.0111,0.0271,通过
普通处方,0.4,0.3,100,405,105.84,100.45,111.52,0.0568,0.0315,通过
普通处方,0.4,0.3,100,406,104.28,99.57,109.22,0.042,0.0279,通过
普通处方,0.4,0.3,100,407,101.6,96.85,106.58,0.0159,0.0288,通过
普通处方,0.4,0.3,100,408,112.18,106.82,117.81,0.1149,0.0295,通过
普通处方,0.4,0.3,100,409,103.27,98.09,108.72,0.0321,0.031,通过
普通处方,0.4,0.3,100,410,101.05,95.48,106.95,0.0105,0.0342,通过
普通处方,0.4,0.3,100,411,101.91,96.83,107.26,0.0189,0.0308,通过
普通处方,0.4,0.3,100,412,107.76,102.34,113.46,0.0747,0.0311,通过
普通处方,0.4,0.3,100,413,103.4,99.18,107.79,0.0334,0.0251,通过
普通处方,0.4,0.3,100,414,108.24,103.03,113.72,0.0792,0.0297,通过
普通处方,0.4,0.3,100,415,102.83,98.07,107.81,0.0279,0.0285,通过
普通处方,0.4,0.3,100,416,104.96,100.06,110.09,0.0484,0.0288,通过
普通处方,0.4,0.3,100,417,102.22,96.94,107.79,0.022,0.032,通过
普通处方,0.4,0.3,100,418,102.03,96.88,107.46,0.0201,0.0312,通过
普通处方,0.4,0.3,100,419,106.3,101.09,111.78,0.0611,0.0303,通过
普通处方,0.4,0.3,100,420,102.78,97.37,108.5,0.0274,0.0326,通过
普通处方,0.4,0.3,100,421,101.11,95.72,106.8,0.011,0.033,通过
普通处方,0.4,0.3,100,422,111.57,106.73,116.63,0.1095,0.0267,通过
普通处方,0.4,0.3,100,423,98.98,94.62,103.55,-0.0102,0.0272,通过
普通处方,0.4,0.3,100,424,100.65,95.54,106.03,0.0065,0.0314,通过
普通处方,0.4,0.3,100,425,104.1,98.91,109.57,0.0402,0.0308,通过
普通处方,0.4,0.3,100,426,106.78,101.37,112.49,0.0656,0.0314,通过
普通处方,0.4,0.3,100,427,107.74,102.33,113.44,0.0746,0.031,通过
普通处方,0.4,0.3,100,428,105.23,100.85,109.8,0.051,0.0256,通过
普通处方,0.4,0.3,100,429,102.35,97.62,107.32,0.0232,0.0285,通过
普通处方,0.4,0.3,100,430,105.02,100.58,109.65,0.049,0.026,通过
普通处方,0.4,0.3,100,431,105.41,100.75,110.28,0.0527,0.0272,通过
普通处方,0.4,0.3,100,432,103.3,98.4,108.45,0.0325,0.0293,通过
普通处方,0.4,0.3,100,433,103.51,98.35,108.94,0.0345,0.0308,通过
普通处方,0.4,0.3,100,434,107.98,103.29,112.89,0.0768,0.0267,通过
普通处方,0.4,0.3,100,435,106.38,101.23,111.78,0.0618,0.0299,通过
普通处方,0.4,0.3,100,436,98.41,93.73,103.32,-0.0161,0.0293,通过
普通处方,0.4,0.3,100,437,107.6,102.09,113.41,0.0733,0.0317,通过
普通处方,0.4,0.3,100,438,102.48,97.53,107.68,0.0245,0.0298,通过
普通处方,0.4,0.3,100,439,106.23,101.8,110.84,0.0604,0.0256,通过
普通处方,0.4,0.3,100,440,105.61,99.98,111.56,0.0546,0.033,通过
普通处方,0.4,0.3,100,441,101.47,96.44,106.75,0.0146,0.0306,通过
普通处方,0.4,0.3,100,442,108.22,103.52,113.13,0.079,0.0267,通过
普通处方,0.4,0.3,100,443,102.77,98.24,107.5,0.0273,0.0271,通过
普通处方,0.4,0.3,100,444,108.56,103.78,113.57,0.0822,0.0272,通过
普通处方,0.4,0.3,100,445,105.39,100.51,110.5,0.0525,0.0285,通过
普通处方,0.4,0.3,100,446,102.87,97.73,108.29,0.0283,0.0309,通过
普通处方,0.4,0.3,100,447,103.16,98.26,108.3,0.0311,0.0293,通过
